Frame,Reps,Hip Angle,Knee Angle,Back Angle,Error_Back_Straightness,Error_Knee_Caving,Error_Hip_Depth
117,4,129.6093145099271,97.4562931111278,168.14215340365482,1,0,0
118,4,154.7715740992167,118.80636201154803,176.42918878399453,0,1,1
119,4,108.9394418504973,150.39489497783222,168.0171182655712,0,0,1
120,4,164.0745362260024,119.00415874986624,167.54816359545586,1,0,0
121,4,101.53021876208827,149.11849289303277,178.88982383231507,1,1,1
122,4,143.57300031488236,128.58521239637116,173.7052661846687,1,0,1
123,4,118.1025615391795,81.26450663693434,175.11032769877923,1,0,0
124,4,154.5935098246273,90.32401045248128,171.28863708172463,0,0,1
125,4,104.76270558948652,80.23934169823887,161.8930102011356,1,0,0
126,4,88.65967848033813,159.14084816952084,166.8268128633959,1,0,0
127,4,113.30913812770359,123.52666569689097,169.1449189182837,1,1,0
128,4,121.15277266977472,119.6419410386898,179.57390961123642,1,1,1
129,4,102.57464423579584,107.20909895096212,179.10748270090647,0,1,0
130,4,108.10117133125829,91.49897128246748,160.21048678481912,0,0,1
131,4,86.30931817031077,78.23089467062788,163.46268160642296,0,1,0
132,4,114.70336307028697,115.6872221679094,166.09120201887043,0,0,1
133,4,135.29228831408298,98.43904352701395,160.5260700476186,1,0,0
134,4,96.61334553063588,124.97756346922012,168.0246808939414,1,0,0
135,4,89.29365659775797,117.15499469772857,166.72659501876535,1,0,1
136,4,143.08827940614384,97.79593070804489,173.88252073919563,1,1,1
137,4,164.7366269202743,142.70955697907442,174.45229397543233,0,0,1
138,4,94.95767090313325,82.12544471841724,171.0996102824515,1,1,0
139,4,105.22527332825149,74.16265074407902,167.93433460970397,0,1,1
140,4,112.37869475805617,81.6479058195653,168.66661413413235,1,1,1
141,4,162.57991093685422,134.02854820149997,171.97257936570455,1,0,1
142,4,142.63466248235858,123.99621497087657,174.47891255272833,1,0,1
143,4,116.34214801374131,134.9698919928665,160.49360440794604,0,0,1
144,4,144.88694951847953,90.61837159932413,170.60545289874787,0,1,0
145,4,90.0618256915077,138.36308649176698,172.98726841540153,0,1,0
146,4,96.11507578764729,123.1865299845866,168.90136180553745,0,1,0
147,4,99.08332139196352,123.31956629019969,166.90721926742495,1,1,1
148,4,148.37895906462063,89.12821182863294,162.0551061706855,1,1,0
149,5,85.99980395389002,123.94250772602227,160.53289850219306,1,0,1
